Year Published,Unit Code,Unit Name,Item,Item Description,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2011 Target,2013 Target
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2610,  SelfS/FWS/LandGr Exp(000) ,,8,1,63,57,51,4,72,78,119,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2614,    Self-Supportng Exp(000) ,,6,-1,61,53,46,1,70,67,117,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2616,    Fed Work Study Exp(000) ,,1,2,1,4,6,3,2,11,2,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2000,Orig State/Tuition Bdgt(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2015,  St Budget - Constant $000 ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2050,    Acad Salary Budget ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2060,    Asst Salary Budget ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2070,    Non-Ac Salaries Budget ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2080,    Wage Budget ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2090,    Summer Wages Budget ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2100,    Expense & Equip Bdgt ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2530,  State/Tuition Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2534,      Instruction     (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2535,      Research        (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2536,      Public Service  (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2537,      Academic Support(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2538,      Student Svcs    (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2539,      Institutl Supprt(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2540,      O&M of Plant    (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2541,      Schol&Fellwshps (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2542,      Other NACUBOs   (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2550,  Institutional Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2553,    ICR Direct Exp    (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2554,    Royalty/Patent Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2555,    Educ/Admn Allw Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2570,  Grants & Contr Exp  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2573,    G&C Federal Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2574,    G&C Illinois Exp  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2575,    G&C Pvt & Othr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2590,  Gifts & Endwmnt Exp (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2594,    Gifts Exp         (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2610,  SelfS/FWS/LandGr Exp(000) ,,0,-1,1,-1,1,0,0,0,0,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2614,    Self-Supportng Exp(000) ,,0,-1,1,0,0,0,0,0,0,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-LJ0-689,Water Resource Center,2617,    Land Grant App Exp(000) ,,0,0,0,-1,1,0,0,0,0,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2000,Orig State/Tuition Bdgt(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2015,  St Budget - Constant $000 ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2050,    Acad Salary Budget ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2060,    Asst Salary Budget ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2070,    Non-Ac Salaries Budget ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2080,    Wage Budget ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2090,    Summer Wages Budget ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2100,    Expense & Equip Bdgt ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2530,  State/Tuition Exp   (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2534,      Instruction     (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2535,      Research        (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2536,      Public Service  (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2537,      Academic Support(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2538,      Student Svcs    (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2539,      Institutl Supprt(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2540,      O&M of Plant    (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2541,      Schol&Fellwshps (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2542,      Other NACUBOs   (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2550,  Institutional Exp   (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2553,    ICR Direct Exp    (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2554,    Royalty/Patent Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2555,    Educ/Admn Allw Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2570,  Grants & Contr Exp  (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2573,    G&C Federal Exp   (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2574,    G&C Illinois Exp  (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2575,    G&C Pvt & Othr Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2590,  Gifts & Endwmnt Exp (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2594,    Gifts Exp         (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2596,    Endowment Exp     (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2610,  SelfS/FWS/LandGr Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2614,    Self-Supportng Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2616,    Fed Work Study Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-LJ0-Z06,Environmental Studies (old),2617,    Land Grant App Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2000,Orig State/Tuition Bdgt(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2015,  St Budget - Constant $000 ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2050,    Acad Salary Budget ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2060,    Asst Salary Budget ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2070,    Non-Ac Salaries Budget ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2080,    Wage Budget ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2090,    Summer Wages Budget ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2100,    Expense & Equip Bdgt ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2530,  State/Tuition Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2534,      Instruction     (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2535,      Research        (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2536,      Public Service  (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2537,      Academic Support(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2538,      Student Svcs    (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2539,      Institutl Supprt(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2540,      O&M of Plant    (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2541,      Schol&Fellwshps (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2542,      Other NACUBOs   (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2550,  Institutional Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2553,    ICR Direct Exp    (000) ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2554,    Royalty/Patent Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2555,    Educ/Admn Allw Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2570,  Grants & Contr Exp  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2573,    G&C Federal Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2574,    G&C Illinois Exp  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2575,    G&C Pvt & Othr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2590,  Gifts & Endwmnt Exp (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2594,    Gifts Exp         (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2610,  SelfS/FWS/LandGr Exp(000) ,,0,-1,1,-1,1,0,0,0,0,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2614,    Self-Supportng Exp(000) ,,0,-1,1,0,0,0,0,0,0,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LJ-XXX-XXX,Inst for Environ Studies,2617,    Land Grant App Exp(000) ,,0,0,0,-1,1,0,0,0,0,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2000,Orig State/Tuition Bdgt(000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2015,  St Budget - Constant $000 ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2050,    Acad Salary Budget ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2060,    Asst Salary Budget ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2070,    Non-Ac Salaries Budget ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2080,    Wage Budget ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2090,    Summer Wages Budget ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2100,    Expense & Equip Bdgt ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2530,  State/Tuition Exp   (000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2534,      Instruction     (000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2535,      Research        (000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2536,      Public Service  (000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2537,      Academic Support(000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2538,      Student Svcs    (000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2539,      Institutl Supprt(000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2540,      O&M of Plant    (000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2541,      Schol&Fellwshps (000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2542,      Other NACUBOs   (000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2550,  Institutional Exp   (000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2553,    ICR Direct Exp    (000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2554,    Royalty/Patent Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2555,    Educ/Admn Allw Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2570,  Grants & Contr Exp  (000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2573,    G&C Federal Exp   (000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2574,    G&C Illinois Exp  (000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2575,    G&C Pvt & Othr Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2590,  Gifts & Endwmnt Exp (000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2594,    Gifts Exp         (000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2596,    Endowment Exp     (000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2610,  SelfS/FWS/LandGr Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2614,    Self-Supportng Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2616,    Fed Work Study Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-621,Environmental Studies Courses,2617,    Land Grant App Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2000,Orig State/Tuition Bdgt(000) ,,,,,215,206,205,205,203,191,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2015,  St Budget - Constant $000 ,,,,,100,97,100,103,106,103,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2050,    Acad Salary Budget ,,,,,174,162,161,154,152,142,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2060,    Asst Salary Budget ,,,,,0,0,0,0,0,0,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2070,    Non-Ac Salaries Budget ,,,,,23,23,23,20,20,18,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2080,    Wage Budget ,,,,,5,5,5,5,5,5,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2090,    Summer Wages Budget ,,,,,0,0,0,0,0,0,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2100,    Expense & Equip Bdgt ,,,,,13,16,16,26,26,26,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2530,  State/Tuition Exp   (000) ,,0,0,10,164,175,149,139,123,142,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2534,      Instruction     (000) ,,,,0,0,0,0,0,0,0,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2535,      Research        (000) ,,,,0,41,54,48,41,26,70,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2536,      Public Service  (000) ,,,,10,124,120,101,99,97,72,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2537,      Academic Support(000) ,,,,0,0,0,0,0,0,0,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2538,      Student Svcs    (000) ,,,,0,0,0,0,0,0,0,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2539,      Institutl Supprt(000) ,,,,0,0,0,0,0,0,0,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2540,      O&M of Plant    (000) ,,,,0,0,0,0,0,0,0,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2541,      Schol&Fellwshps (000) ,,,,0,0,0,0,0,0,0,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2542,      Other NACUBOs   (000) ,,,,0,0,0,0,0,0,0,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2550,  Institutional Exp   (000) ,,0,7,3,-125,160,188,109,159,177,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2553,    ICR Direct Exp    (000) ,,,7,3,,160,184,109,159,177,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2554,    Royalty/Patent Exp(000) ,,,0,0,,0,0,0,0,0,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2555,    Educ/Admn Allw Exp(000) ,,,0,0,,0,3,0,0,0,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2570,  Grants & Contr Exp  (000) ,,0,0,0,0,0,35,112,170,231,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2573,    G&C Federal Exp   (000) ,,0,0,0,0,0,35,112,171,194,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2574,    G&C Illinois Exp  (000) ,,0,0,0,0,0,0,0,0,30,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2575,    G&C Pvt & Othr Exp(000) ,,0,0,0,0,0,0,0,-1,7,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2590,  Gifts & Endwmnt Exp (000) ,,4,-4,0,0,0,4,3,0,3,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2594,    Gifts Exp         (000) ,,4,-4,0,0,0,4,3,0,3,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2610,  SelfS/FWS/LandGr Exp(000) ,,3,14,0,9,2,15,4,34,-6,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2614,    Self-Supportng Exp(000) ,,3,14,0,9,2,15,4,34,-6,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LK-LK0-835,Environmental Council (unit),2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2000,Orig State/Tuition Bdgt(000) ,,,,,215,206,205,205,203,191,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2015,  St Budget - Constant $000 ,,,,,100,97,100,103,106,103,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2050,    Acad Salary Budget ,,,,,174,162,161,154,152,142,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2060,    Asst Salary Budget ,,,,,0,0,0,0,0,0,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2070,    Non-Ac Salaries Budget ,,,,,23,23,23,20,20,18,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2080,    Wage Budget ,,,,,5,5,5,5,5,5,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2090,    Summer Wages Budget ,,,,,0,0,0,0,0,0,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2100,    Expense & Equip Bdgt ,,,,,13,16,16,26,26,26,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2530,  State/Tuition Exp   (000) ,,0,0,10,164,175,149,139,123,142,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2534,      Instruction     (000) ,,,,0,0,0,0,0,0,0,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2535,      Research        (000) ,,,,0,41,54,48,41,26,70,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2536,      Public Service  (000) ,,,,10,124,120,101,99,97,72,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2537,      Academic Support(000) ,,,,0,0,0,0,0,0,0,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2538,      Student Svcs    (000) ,,,,0,0,0,0,0,0,0,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2539,      Institutl Supprt(000) ,,,,0,0,0,0,0,0,0,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2540,      O&M of Plant    (000) ,,,,0,0,0,0,0,0,0,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2541,      Schol&Fellwshps (000) ,,,,0,0,0,0,0,0,0,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2542,      Other NACUBOs   (000) ,,,,0,0,0,0,0,0,0,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2550,  Institutional Exp   (000) ,,0,7,3,-125,160,188,109,159,177,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2553,    ICR Direct Exp    (000) ,,,7,3,,160,184,109,159,177,,
FY2013,1B1-LK-XXX-XXX,Environmental Council,2554,    Royalty/Patent Exp(000) ,,,0,0,,0,0,0,0,0,,
